115.444794,-28.251269
115.422201,-28.231257
115.354512,-28.171288
115.241775,-28.071458
115.083845,-27.931942
114.880694,-27.753157
114.632211,-27.535385
114.338565,-27.279371
113.999578,-26.985449
113.61509,-26.654414
113.185288,-26.286873
112.709902,-25.883779
112.188961,-25.446005
111.622472,-24.97445
111.010423,-24.470305
110.352839,-23.934678
109.649623,-23.368648
108.900943,-22.773584
108.106898,-22.150714
107.267485,-21.501505
106.382908,-20.827278
105.453383,-20.129642
104.479073,-19.410063
103.460418,-18.670012
102.397724,-17.911302
101.291236,-17.13533
100.141565,-16.34392
98.949235,-15.53885
97.71466,-14.721592
96.438594,-13.894137
95.121847,-13.058099
93.765009,-12.215375
92.368998,-11.367458
90.934777,-10.516478
89.463407,-9.664063
87.955832,-8.811894
86.413226,-7.961834
84.836808,-7.115725
83.227924,-6.275159
81.587922,-5.441815
79.918122,-4.617569
78.220242,-3.804002
76.495737,-3.002809
74.746179,-2.215419
72.973595,-1.443597
71.179377,-0.68873
69.365683,0.047625
67.534325,0.763954
65.687134,1.459168
63.826399,2.131873
61.954034,2.780591
60.07226,3.404453
58.183069,4.002093
56.288993,4.572701
54.392003,5.115175
52.49454,5.628739
50.59878,6.112498
48.695776,6.567362
46.790646,6.98884
44.893463,7.374668
43.007127,7.724445
41.134053,8.03792
39.276816,8.315122
37.438109,8.55612
35.620459,8.760828
33.826185,8.929606
32.057962,9.062815
30.318331,9.161009
28.609422,9.224714
26.933616,9.254706
25.293382,9.251793
23.690646,9.216749
22.127594,9.150833
20.606449,9.054845
19.128807,8.930018
17.696726,8.777683
16.31196,8.599086
14.975981,8.395618
13.690463,8.168658
12.456913,7.919595
11.276424,7.649833
10.150428,7.360989
9.080058,7.05444
8.066167,6.731797
7.109686,6.394285
6.211525,6.043586
5.372298,5.680886
4.592727,5.307814
3.873249,4.925497
3.2144,4.535144
2.616211,4.138174
2.079298,3.7356
1.603651,3.328404
1.189248,2.917644
0.836297,2.504095
0.544754,2.088491
0.314328,1.671524
0.144963,1.253838
0.036361,0.835797
-0.0119,0.41784
0,0
0.070923,-0.41185
0.199988,-0.81224
0.386455,-1.20114
0.629959,-1.578439
0.929916,-1.944183
1.285522,-2.298576
1.696351,-2.641617
2.161519,-2.973337
2.680398,-3.29404
3.252264,-3.603823
3.876292,-3.902806
4.551559,-4.191376
5.277398,-4.469589
6.052806,-4.737877
6.877032,-4.996577
7.749113,-5.245921
8.668095,-5.486395
9.633163,-5.718386
10.643048,-5.942275
11.697072,-6.158713
12.794002,-6.367978
13.933055,-6.570974
15.112904,-6.767978
16.332675,-6.959772
17.591148,-7.147117
18.887369,-7.330428
20.220112,-7.510693
21.58818,-7.688534
22.990358,-7.8648
24.425545,-8.04034
25.89243,-8.215725
27.389869,-8.39213
28.916298,-8.570181
30.470569,-8.750894
32.051205,-8.934977
33.656923,-9.123381
35.286211,-9.316879
36.93753,-9.516327
38.60944,-9.722567
40.300373,-9.936384
42.008611,-10.158628
43.732826,-10.389808
45.471044,-10.630647
47.229006,-10.883098
49.00857,-11.145315
50.797543,-11.415452
52.594189,-11.693603
54.396662,-11.980274
56.203159,-12.275688
58.011981,-12.580038
59.821053,-12.8935
61.628779,-13.216185
63.433243,-13.547954
65.232438,-13.888955
67.0247,-14.238876
68.808193,-14.597558
70.580928,-14.964865
72.341169,-15.34018
74.087121,-15.723443
75.817054,-16.113937
77.529025,-16.511201
79.221507,-16.914605
80.892604,-17.323479
82.540613,-17.737294
84.164107,-18.155067
85.761218,-18.575995
87.330416,-18.999358
88.870224,-19.424289
90.378996,-19.849692
91.855231,-20.274748
93.297747,-20.698481
94.704838,-21.119932
96.075277,-21.537923
97.407772,-21.951749
98.700894,-22.360107
99.953678,-22.762136
101.164725,-23.156781
102.332863,-23.543072
103.457082,-23.919978
104.536277,-24.286685
105.569546,-24.641949
106.555688,-24.985184
107.494023,-25.315263
108.383451,-25.631401
109.223404,-25.932823
110.012833,-26.218667
110.751057,-26.488143
111.437556,-26.740697
112.071427,-26.975482
112.652245,-27.192051
113.179473,-27.389668
113.652508,-27.568003
114.070904,-27.726439
114.434421,-27.864505
114.742536,-27.982033
114.99499,-28.078628
115.191618,-28.15399
115.332192,-28.207967
115.416632,-28.240398
115.444794,-28.251269
